01_hook	0.35	12.00
02_symbolic_ref	12.35	34.00
03_terminal	34.35	56.00
04_switch	56.35	88.00
05_commit_current	88.35	120.00
06_detached	120.35	156.00
07_takeaway	156.25	180.00
