01_hook	0.35	12.00
02_fast_forward	12.35	42.00
03_diverged	42.35	68.00
04_three_way	68.35	108.00
05_merge_commit	108.35	138.00
06_conflict	138.35	166.00
07_takeaway	166.25	180.00
